%Frame Number	x (image)	y (image)	x (world)	y (world)	Area	Orientation	Compactness	TimeStamp (ms)
678	183.278	58.0948	0	0	25.5	-0.550603	0.490379	22655
679	183.609	57.7653	0	0	24.5	-0.633124	0.503246	22689
680	183.609	57.7653	0	0	24.5	-0.633124	0.503246	22722
681	184.132	57.0043	0	0	19.5	-0.772974	0.400543	22756
682	185.425	55.7688	0	0	15.5	-0.735707	0.298074	22789
683	186.239	55.4783	0	0	23	2.35348	0.397134	22822
684	187.228	54.7925	0	0	24.5	2.31062	0.503246	22856
685	187.507	53.2279	0	0	24.5	2.33721	0.381931	22889
686	187.507	53.2279	0	0	24.5	2.33721	0.381931	22922
687	187.379	52.8475	0	0	23.5	2.15932	0.440023	22956
688	186.802	52.5952	0	0	21	1.96161	0.52169	22989
689	186.239	51.7391	0	0	23	1.61893	0.571374	23023
690	186.523	50.5388	0	0	21.5	1.67947	0.378005	23056
691	186.141	49.4739	0	0	25.5	1.53492	0.544967	23089
692	186.141	49.4739	0	0	25.5	1.53492	0.544967	23123
693	185.826	47.345	0	0	21.5	1.39176	0.429618	23156
694	185.514	45.432	0	0	24.5	1.37144	0.489565	23189
695	185.53	44.6515	0	0	22	1.36851	0.460895	23223
696	186.035	42.6754	0	0	19	1.50227	0.372419	23256
697	186.093	41.1296	0	0	22.5	1.53473	0.4496	23289
698	186.093	41.1296	0	0	22.5	1.53473	0.4496	23323
699	186.88	39.1124	0	0	21.5	1.6366	0.429618	23356
700	187.37	37.4594	0	0	20.5	1.85788	0.351344	23390
701	188.003	37.2516	0	0	25.5	1.94076	0.477471	23423
702	189.212	35.9967	0	0	25.5	2.05809	0.490379	23456
703	190.425	35.6917	0	0	20	2.27073	0.430991	23490
704	190.425	35.6917	0	0	20	2.27073	0.430991	23523
705	191.063	35.3667	0	0	22.5	-0.705597	0.462165	23556
706	192.159	35.0185	0	0	22.5	-0.583285	0.462165	23590
707	193.799	34.6026	0	0	19.5	-0.441687	0.342842	23623
708	194.286	34.1825	0	0	21	-0.383802	0.411621	23656
709	195.785	33.6806	0	0	24	-0.539813	0.470424	23690
710	195.785	33.6806	0	0	24	-0.539813	0.470424	23723
711	196.486	33.1028	0	0	23.5	-0.654607	0.3887	23757
712	196.74	32.6533	0	0	25	-0.750571	0.45946	23790
713	197.422	31.6986	0	0	23.5	2.28453	0.440023	23823
714	197.432	31.2211	0	0	24.5	2.15523	0.40524	23857
715	197.647	31.0504	0	0	21.5	2.08338	0.413457	23890
716	197.647	31.0504	0	0	21.5	2.08338	0.413457	23923
717	197.703	30.4739	0	0	25.5	1.98759	0.42178	23957
718	197.384	30.5	0	0	23	1.97457	0.422703	23990
719	197.204	30.137	0	0	22.5	1.91709	0.547082	24024
720	196.964	29.6304	0	0	23	1.74078	0.438845	24057
721	197.023	29.2879	0	0	22	1.72066	0.49374	24090
722	197.048	29.0714	0	0	21	1.72715	0.506124	24124
723	197.05	27.655	0	0	21.5	1.73491	0.459482	24157
724	197.076	26.7955	0	0	22	1.70346	0.419764	24190
725	197.115	26.5296	0	0	22.5	1.69855	0.480853	24224
726	197.359	25.8259	0	0	22.5	1.77274	0.49476	24257
727	198.033	25.081	0	0	17.5	1.79691	0.412945	24290
728	198.033	25.081	0	0	17.5	1.79691	0.412945	24324
729	198.516	24.2985	0	0	21.5	1.88422	0.472771	24357
730	198.98	24.2236	0	0	20.5	2.03363	0.450781	24391
731	200.066	22.4147	0	0	21.5	2.09284	0.472771	24424
732	201.2	20.6	0	0	20	2.10072	0.462165	24457
733	202.004	20.6259	0	0	22.5	2.28815	0.462165	24491
734	202.004	20.6259	0	0	22.5	2.28815	0.462165	24524
735	203.538	19.5152	0	0	22	-0.699679	0.508381	24557
736	204.353	19.469	0	0	21.5	-0.68031	0.472771	24591
737	205.953	18.22	0	0	25	-0.66082	0.431668	24624
738	207.478	17.6522	0	0	23	-0.529376	0.422703	24657
739	208.209	17.7057	0	0	23.5	-0.46993	0.413168	24691
740	208.209	17.7057	0	0	23.5	-0.46993	0.413168	24724
741	208.742	17.75	0	0	22	-0.399133	0.431222	24758
742	210.415	18.1424	0	0	27.5	-0.299266	0.443741	24791
743	210.742	18.7197	0	0	22	-0.196496	0.431222	24824
744	212.791	18.9752	0	0	23.5	0.088715	0.440023	24858
745	214.18	19.3333	0	0	25	0.0634303	0.396475	24891
746	214.18	19.3333	0	0	25	0.0634303	0.396475	24924
747	214.94	20.3794	0	0	23.5	0.248542	0.469582	24958
748	215.326	21.0797	0	0	23	0.402912	0.450823	24991
749	216.767	22.0333	0	0	20	0.459217	0.39202	25025
750	217.31	22.9524	0	0	21	0.450311	0.411621	25058
751	217.528	23.4929	0	0	23.5	0.457127	0.440023	25091
752	217.528	23.4929	0	0	23.5	0.457127	0.440023	25125
753	219.85	24.7417	0	0	20	0.446681	0.430991	25158
754	220.386	24.8984	0	0	20.5	0.426475	0.421084	25191
755	221.613	25.5284	0	0	23.5	0.484248	0.482706	25225
756	223	26.9921	0	0	21	0.487361	0.452541	25258
757	223.131	27.1879	0	0	23.5	0.512529	0.482706	25291
758	223.131	27.1879	0	0	23.5	0.512529	0.482706	25325
759	223.419	27.7963	0	0	22.5	0.647031	0.50928	25358
760	223.268	28.6014	0	0	23	0.798675	0.422703	25392
761	222.647	28.5853	0	0	21.5	0.953127	0.441624	25425
762	221.808	29.3846	0	0	26	1.1442	0.509626	25458
763	221.626	29.9234	0	0	18.5	1.36856	0.298517	25492
764	221.626	29.9234	0	0	18.5	1.36856	0.298517	25525
765	221.294	31.4433	0	0	23.5	1.56353	0.40276	25558
766	221.029	33.2516	0	0	25.5	1.55626	0.448332	25592
767	220.391	34.2564	0	0	26	1.73753	0.544694	25625
768	219.79	35.413	0	0	23	1.71957	0.438845	25658
769	219.004	36.5519	0	0	22.5	2.02633	0.49476	25692
770	219.004	36.5519	0	0	22.5	2.02633	0.49476	25725
771	217.996	38.422	0	0	23.5	1.99565	0.554526	25759
772	216.19	40.7248	0	0	21.5	1.99998	0.507333	25792
773	215.11	42.344	0	0	23.5	2.02315	0.516749	25825
774	213.876	43.4078	0	0	23.5	2.03655	0.413168	25859
775	213.215	44.6789	0	0	20.5	2.12767	0.450781	25892
776	213.215	44.6789	0	0	20.5	2.12767	0.450781	25925
777	211.701	46.5625	0	0	24	2.22861	0.517189	25959
778	210.493	48.0852	0	0	22.5	2.17629	0.462165	25992
779	209.72	49.0674	0	0	23.5	2.20639	0.482706	26026
780	209.167	50.7403	0	0	21.5	2.00458	0.402574	26059
781	208.213	52.9884	0	0	21.5	1.8107	0.472771	26092
782	208.213	52.9884	0	0	21.5	1.8107	0.472771	26126
783	208.121	53.5523	0	0	25.5	1.86321	0.477471	26159
784	208.358	55.1879	0	0	23.5	1.67519	0.482706	26192
785	208.765	56.0983	0	0	19.5	1.45251	0.495053	26226
786	209.571	57.6538	0	0	26	1.22022	0.437725	26259
787	210.266	59.3865	0	0	23.5	1.23419	0.413168	26292
788	210.266	59.3865	0	0	23.5	1.23419	0.413168	26326
789	210.73	60.1815	0	0	22.5	1.12063	0.49476	26359
790	211.762	61.6418	0	0	23.5	1.17868	0.440023	26393
791	211.528	62.4007	0	0	23.5	1.26601	0.516749	26426
792	211.663	63.6626	0	0	20.5	1.44613	0.409636	26459
793	211.437	64.0238	0	0	21	1.57475	0.439945	26493
794	211.437	64.0238	0	0	21	1.57475	0.439945	26526
795	210.97	64.7955	0	0	22	1.73172	0.419764	26559
796	210.384	65.413	0	0	23	1.87187	0.481845	26593
797	208.869	66.7624	0	0	23.5	2.01742	0.516749	26626
798	208.552	66.9183	0	0	25.5	2.04178	0.523787	26659
799	208.313	67.18	0	0	25	2.05385	0.45946	26693
800	208.34	67.2308	0	0	26	2.04914	0.477838	26726
801	208.254	67.3261	0	0	23	2.0338	0.422703	26760
802	202.467	71.4891	0	0	46	-0.536604	0.202189	26793
803	202.592	71.4538	0	0	50.5	-0.525963	0.234196	26826
804	202.311	71.3428	0	0	53	-0.503517	0.232957	26860
805	207.072	68.7536	0	0	23	2.14533	0.397134	26893
806	207.072	68.7536	0	0	23	2.14533	0.397134	26926
807	206.73	69.1296	0	0	22.5	2.14372	0.432688	26960
808	206.16	69.3889	0	0	25.5	2.17908	0.432484	26993
809	205.775	69.6884	0	0	23	2.18259	0.463298	27027
810	205.583	69.75	0	0	22	2.1513	0.47409	27060
811	204.591	70.3636	0	0	22	2.15209	0.508381	27093
812	204.591	70.3636	0	0	22	2.15209	0.508381	27127
813	203.805	70.6773	0	0	23.5	2.29512	0.413168	27160
814	203.153	71.2533	0	0	25	2.28864	0.503585	27193
815	202.409	71.3409	0	0	22	-0.695915	0.431222	27227
816	202.045	71.2273	0	0	22	-0.63055	0.404325	27260
817	200.75	71.75	0	0	20	-0.455304	0.367568	27293
818	200.869	71.6986	0	0	23.5	-0.521213	0.440023	27327
819	200.869	71.6986	0	0	23.5	-0.521213	0.440023	27360
820	200.167	71.656	0	0	23.5	-0.525935	0.440023	27394
821	198.772	71.2483	0	0	24.5	-0.20072	0.309017	27427
822	197.87	70.8407	0	0	22.5	-0.145555	0.421298	27460
823	196.142	70.6219	0	0	20.5	-0.0344092	0.483736	27494
824	195.087	70.4762	0	0	21	0.0642231	0.385946	27527
825	195.087	70.4762	0	0	21	0.0642231	0.385946	27560
826	193.852	70.1852	0	0	18	0.0947756	0.377096	27594
827	193.473	69.5408	0	0	24.5	0.0951117	0.458747	27627
828	192.643	69.7064	0	0	21	-0.0717844	0.506124	27660
830	192	69.5	0	0	18	0	0.467107	27727
831	192	69.5	0	0	18	0	0.467107	27761
832	192	69.5	0	0	18	0	0.467107	27794
833	191.5	69.5	0	0	20	0	0.436111	27827
834	190.69	69.6984	0	0	21	-0.0614378	0.471297	27861
835	189.123	69.9855	0	0	23	-0.118063	0.481845	27894
836	187.909	70.3561	0	0	22	-0.188507	0.49374	27927
837	187.909	70.3561	0	0	22	-0.188507	0.49374	27961
838	186.7	70.45	0	0	20	-0.226273	0.448855	27994
839	185.636	70.7727	0	0	22	-0.252979	0.419764	28028
840	184.587	70.7391	0	0	23	-0.248206	0.438845	28061
841	183.26	70.8876	0	0	21.5	-0.269935	0.459482	28094
842	181.273	71.9733	0	0	25	-0.306315	0.490025	28128
843	181.273	71.9733	0	0	25	-0.306315	0.490025	28161
844	179.797	72.2174	0	0	23	-0.275971	0.481845	28194
845	179.44	72.1	0	0	25	-0.277385	0.490025	28228
846	178.667	71.8611	0	0	24	-0.100415	0.470424	28261
847	177.821	71.0192	0	0	26	0.124233	0.437725	28294
848	177.108	70.7222	0	0	25.5	0.170487	0.509547	28328
849	177.108	70.7222	0	0	25.5	0.170487	0.509547	28361
850	176.019	69.2185	0	0	22.5	0.403727	0.421298	28395
851	175.56	69.2521	0	0	19.5	0.469207	0.428792	28428
852	175.326	68.7083	0	0	24	0.482971	0.441081	28461
853	174.796	67.9296	0	0	22.5	0.533114	0.432688	28495
854	174.654	67.9472	0	0	20.5	0.542198	0.394227	28528
855	174.885	67.9741	0	0	22.5	0.520719	0.432688	28561
856	174.4	67.7	0	0	20	0.522047	0.462165	28595
857	174.109	67.6087	0	0	23	0.497984	0.450823	28628
858	173.792	67.4514	0	0	24	0.469059	0.441081	28661
859	172.693	66.807	0	0	19	0.439048	0.372419	28695
860	171.703	66.2886	0	0	20.5	0.387315	0.394227	28728
861	171.703	66.2886	0	0	20.5	0.387315	0.394227	28762
862	170.78	66.12	0	0	25	0.271624	0.490025	28795
863	169.857	66.0873	0	0	21	0.181093	0.411621	28828
864	168.581	65.6789	0	0	20.5	0.0295219	0.383849	28862
865	167.159	65.3837	0	0	21.5	0.0495671	0.459482	28895
866	166.364	65.3712	0	0	22	0.0239611	0.448243	28928
867	166.364	65.3712	0	0	22	0.0239611	0.448243	28962
868	166.364	65.3712	0	0	22	0.0239611	0.448243	28995
869	165.799	65.4487	0	0	19.5	0.00137331	0.416739	29029
870	164.523	65.4848	0	0	22	-0.215276	0.431222	29062
871	163.283	65.8833	0	0	20	-0.15235	0.430991	29095
872	161.68	66.0135	0	0	18.5	-0.169179	0.406803	29129
873	161.68	66.0135	0	0	18.5	-0.169179	0.406803	29162
874	160.083	66.075	0	0	20	-0.138656	0.448855	29195
888	146.13	54.3148	0	0	22.5	1.02047	0.462165	29662
889	145.353	52.7868	0	0	21.5	1.07266	0.486645	29696
890	145.005	50.6532	0	0	18.5	1.27796	0.436542	29729
891	145.005	50.6532	0	0	18.5	1.27796	0.436542	29763
892	144.95	49.1577	0	0	18.5	1.38469	0.395368	29796
893	144.711	47.1491	0	0	19	1.46878	0.426412	29829
894	144.775	45.3667	0	0	20	1.44444	0.448855	29863
895	144.714	44.2619	0	0	21	1.47794	0.37601	29896
896	144.703	44.126	0	0	20.5	1.47694	0.409636	29929
897	144.703	44.126	0	0	20.5	1.47694	0.409636	29963
898	144.762	44.119	0	0	21	1.45562	0.439945	29996
899	144.771	43.9961	0	0	21.5	1.46974	0.429618	30030
900	144.7	43.65	0	0	20	1.4936	0.448855	30063
901	147.046	49.9432	0	0	45.5	1.18352	0.195679	30096
902	146.899	49.797	0	0	50.5	1.22735	0.219967	30130
903	146.899	49.797	0	0	50.5	1.22735	0.219967	30163
904	146.537	49.085	0	0	49	1.25795	0.215375	30196
905	146.237	49.1175	0	0	47.5	1.28237	0.206899	30230
906	145.871	48.5667	0	0	52.5	1.34282	0.263321	30263
907	145.896	48.066	0	0	48	1.34957	0.246488	30296
908	145.813	48.2789	0	0	49	1.36642	0.251623	30330
909	145.813	48.2789	0	0	49	1.36642	0.251623	30363
910	145.927	47.6354	0	0	48	1.39202	0.243103	30397
911	145.955	46.2628	0	0	52	1.45544	0.228561	30430
912	146.088	45.7449	0	0	49	1.48064	0.208852	30463
913	146.841	51.2481	0	0	22.5	1.15149	0.372159	30497
914	146.522	51.1963	0	0	22.5	1.15026	0.395587	30530
915	146.522	51.1963	0	0	22.5	1.15026	0.395587	30563
916	146.394	50.5355	0	0	23.5	1.19967	0.413168	30597
917	146.232	50.0285	0	0	20.5	1.20484	0.421084	30630
918	146.126	49.7764	0	0	20.5	1.23464	0.421084	30663
919	145.518	48.2368	0	0	19	1.24222	0.439057	30697
920	145.572	46.9685	0	0	18.5	1.26678	0.436542	30730
921	145.572	46.9685	0	0	18.5	1.26678	0.436542	30764
922	145.295	45.7273	0	0	22	1.2763	0.460895	30797
923	145.224	45.0203	0	0	20.5	1.27247	0.483736	30830
924	145.265	44.4804	0	0	17	1.3249	0.42232	30864
925	145.75	43.5	0	0	20	1.45377	0.407494	30897
926	145.794	42.2843	0	0	17	1.53497	0.356146	30930
927	145.794	42.2843	0	0	17	1.53497	0.356146	30964
928	145.5	38	0	0	8	1.5708	0.739464	30997
930	148.5	35.5	0	0	2	1.5708	0.785	31064
931	148.705	39.1061	0	0	22	1.93247	0.431222	31097
932	148.895	38.4474	0	0	19	1.98092	0.472005	31131
933	148.895	38.4474	0	0	19	1.98092	0.472005	31164
934	149.373	37.7857	0	0	21	1.93863	0.385946	31197
935	149.763	36.6754	0	0	19	1.95987	0.439057	31231
936	149.996	35.663	0	0	22.5	1.84257	0.49476	31264
937	150.111	34.8968	0	0	21	1.74863	0.439945	31297
938	150.08	34.413	0	0	23	1.72177	0.481845	31331
939	150.07	33.4852	0	0	22.5	1.56856	0.4496	31364
940	150.222	33.2302	0	0	21	1.478	0.439945	31398
941	150.196	31.5148	0	0	22.5	1.40257	0.49476	31431
942	149.863	30.9519	0	0	22.5	1.28079	0.421298	31464
943	149.463	30.4852	0	0	22.5	1.11525	0.462165	31498
944	149.261	30.5342	0	0	19.5	1.08582	0.428792	31531
945	149.261	30.5342	0	0	19.5	1.08582	0.428792	31564
946	148.869	29.9505	0	0	18.5	0.931733	0.449823	31598
947	144.5	25.5	0	0	2	1.5708	0.785	31631
948	143.95	25.4752	0	0	47	0.791017	0.225959	31664
949	143.913	25.4783	0	0	46	0.791939	0.231649	31698
953	147.446	29.1871	0	0	24.5	0.767694	0.442027	31831
954	146.5	28.5	0	0	22	0.698707	0.443155	31865
955	146.386	28.4773	0	0	22	0.696889	0.404325	31898
956	145.833	27.9558	0	0	24.5	0.622092	0.471149	31931
957	146.04	27.9762	0	0	21	0.662067	0.423012	31965
958	145.036	27.1522	0	0	23	0.629129	0.463298	31998
959	144.36	26.74	0	0	25	0.598849	0.503585	32032
960	143.85	26.2	0	0	20	0.701112	0.299299	32065
961	142.294	24.619	0	0	21	0.762888	0.423012	32098
970	135.5	15.5	0	0	2	1.5708	0.785	32399
971	134.983	15.1897	0	0	43.5	0.79452	0.150841	32432
972	129.741	10.0461	0	0	23.5	0.881563	0.451918	32465
973	129.758	9.98299	0	0	24.5	0.882919	0.40524	32499
974	129.812	10.0833	0	0	24	0.868173	0.441081	32532
975	129.812	10.0833	0	0	24	0.868173	0.441081	32565
976	129.727	10.3485	0	0	22	0.879891	0.404325	32599
977	129.575	10.5068	0	0	24.5	0.893807	0.503246	32632
978	129.599	10.6348	0	0	23.5	0.868995	0.482706	32665
979	129.787	10.7733	0	0	25	0.84911	0.45946	32699
980	129.674	10.7222	0	0	24	0.868775	0.441081	32732
981	129.674	10.7222	0	0	24	0.868775	0.441081	32766
982	129.891	10.9359	0	0	26	0.866162	0.477838	32799
983	134.176	13.7308	0	0	52	0.585651	0.238919	32832
984	133.795	13.5521	0	0	48	0.59162	0.238433	32866
985	133.776	13.6111	0	0	46.5	0.596726	0.233227	32899
986	133.705	13.5256	0	0	45.5	0.594059	0.228212	32932
987	133.705	13.5256	0	0	45.5	0.594059	0.228212	32966
988	133.756	13.8037	0	0	45	0.60259	0.197793	32999
989	133.894	13.9823	0	0	47	0.613309	0.206584	33033
990	133.894	13.9823	0	0	47	0.613309	0.206584	33066
991	134.205	14.2372	0	0	52	0.616042	0.246674	33099
992	134.463	14.2867	0	0	50	0.613123	0.237187	33133
993	134.463	14.2867	0	0	50	0.613123	0.237187	33166
994	134.463	14.2867	0	0	50	0.613123	0.237187	33199
995	134.463	14.2867	0	0	50	0.613123	0.237187	33233
996	134.209	14.2193	0	0	47.5	0.63376	0.223217	33266
997	134.257	14.22	0	0	50	0.632706	0.240382	33299
998	134.236	14.1502	0	0	50.5	0.625396	0.2568	33333
999	134.236	14.1502	0	0	50.5	0.625396	0.2568	33366
1000	134.493	14.2129	0	0	50.5	0.617624	0.26558	33400
1001	134.493	14.2129	0	0	50.5	0.617624	0.26558	33433
1002	134.571	14.3252	0	0	51.5	0.612446	0.270839	33466
1003	134.527	14.3956	0	0	49.5	0.583718	0.269376	33500
1004	134.527	14.3956	0	0	49.5	0.583718	0.269376	33533
1005	134.527	14.3956	0	0	49.5	0.583718	0.269376	33566
1010	129.125	12.7778	0	0	24	0.542755	0.441081	33733
1011	129.125	12.7778	0	0	24	0.542755	0.441081	33767
1012	128.761	12.913	0	0	23	0.496519	0.397134	33800
1013	127.956	13.2007	0	0	24.5	0.424102	0.43075	33833
1014	127.422	13.727	0	0	23.5	0.266063	0.413168	33867
1015	126.574	13.8778	0	0	22.5	0.239135	0.530929	33900
1016	126.036	14.1087	0	0	23	0.124758	0.516183	33933
1017	125.717	14.3217	0	0	21.5	0.153432	0.507333	33967
1018	125.717	14.3217	0	0	21.5	0.153432	0.507333	34000
1019	126.083	14.2083	0	0	24	0.0788282	0.502795	34034
1020	125.045	14.3455	0	0	20.5	0.0684559	0.483736	34067
1021	125.136	14.5	0	0	22	0.0161797	0.431222	34100
1022	124.833	14.6667	0	0	21	0.0551261	0.471297	34134
1023	124.233	14.8867	0	0	25	-0.0322381	0.490025	34167
1024	124.233	14.8867	0	0	25	-0.0322381	0.490025	34200
1025	123.886	15.0425	0	0	25.5	-0.0246861	0.509547	34234
1026	123.886	15.0425	0	0	25.5	-0.0246861	0.509547	34267
1027	123.861	14.9966	0	0	24.5	-0.0287566	0.458747	34300
1028	123.731	15.1218	0	0	26	-0.0636036	0.496085	34334
1029	128.987	13.3137	0	0	51	-0.263701	0.205735	34367
1030	128.987	13.3137	0	0	51	-0.263701	0.205735	34401
1031	123.644	15.1471	0	0	25.5	-0.0513338	0.509547	34434
1032	122.96	15.373	0	0	21	-0.0366303	0.439945	34467
1033	121.778	15.7778	0	0	24	-0.115607	0.502795	34501
1034	120.959	16.1444	0	0	22.5	-0.153568	0.395587	34534
1035	119.319	16.4333	0	0	17.5	-0.0790177	0.327676	34567
1036	119.319	16.4333	0	0	17.5	-0.0790177	0.327676	34601
1037	117.132	17.1579	0	0	19	-0.151222	0.372419	34634
1038	116.318	17.5682	0	0	22	-0.168332	0.460895	34668
1039	115.935	17.9638	0	0	23	-0.22145	0.481845	34701
1040	114.841	18.2364	0	0	21.5	-0.126455	0.459482	34734
1041	114.87	18.1815	0	0	22.5	-0.132464	0.480853	34768
1042	114.87	18.1815	0	0	22.5	-0.132464	0.480853	34801
1043	114.663	18.2037	0	0	22.5	-0.106551	0.480853	34834
1044	114.663	18.2037	0	0	22.5	-0.106551	0.480853	34868
1045	114.461	18.2364	0	0	21.5	-0.0992695	0.459482	34901
1046	113.893	18.137	0	0	22.5	-0.107512	0.4496	34934
1047	112.799	18.1803	0	0	24.5	-0.0228651	0.458747	34968
1048	112.799	18.1803	0	0	24.5	-0.0228651	0.458747	35001
1049	112.337	18.5325	0	0	20.5	0.0337391	0.409636	35035
1050	111.159	18.4612	0	0	21.5	0.0665828	0.429618	35068
1051	109.785	18.435	0	0	20.5	0.0872041	0.409636	35101
1052	108.467	18.4106	0	0	20.5	0.105522	0.383849	35135
1053	107.5	18.2583	0	0	20	0.065314	0.39202	35168
1054	107.5	18.2583	0	0	20	0.065314	0.39202	35201
1055	106.419	18.263	0	0	22.5	0.0707471	0.421298	35235
1056	105.273	17.9318	0	0	22	0.145451	0.404325	35268
1057	104.731	17.9422	0	0	24.5	0.11713	0.40524	35301
1058	103.897	17.9762	0	0	21	0.170686	0.411621	35335
1059	103.647	17.9496	0	0	21.5	0.154008	0.378005	35368
1060	103.647	17.9496	0	0	21.5	0.154008	0.378005	35402
1061	103.061	17.9394	0	0	22	0.14689	0.404325	35435
1062	101.944	17.9762	0	0	21	0.165664	0.411621	35468
1063	101.405	18.0476	0	0	21	0.137871	0.333039	35502
1064	99.8137	18.0784	0	0	17	0.153604	0.356146	35535
1065	98.2778	17.9907	0	0	18	0.157789	0.303041	35568
