%Frame Number	x (image)	y (image)	x (world)	y (world)	Area	Orientation	Compactness	TimeStamp (ms)
174	152.181	114.396	0	0	22.5	-0.390851	0.421298	5839
175	152.28	114.294	0	0	23.5	-0.412956	0.440023	5872
176	152.28	114.294	0	0	23.5	-0.412956	0.440023	5905
177	152.28	114.294	0	0	23.5	-0.412956	0.440023	5939
178	152.196	114.297	0	0	23	-0.428355	0.450823	5972
179	152.196	114.297	0	0	23	-0.428355	0.450823	6006
180	152.196	114.297	0	0	23	-0.428355	0.450823	6039
181	152.196	114.297	0	0	23	-0.428355	0.450823	6072
182	152.196	114.297	0	0	23	-0.428355	0.450823	6106
183	151.962	114.346	0	0	26	-0.401611	0.477838	6139
184	151.962	114.346	0	0	26	-0.401611	0.477838	6172
185	151.962	114.346	0	0	26	-0.401611	0.477838	6206
186	152.1	114.353	0	0	25	-0.430201	0.490025	6239
187	151.985	114.433	0	0	27.5	-0.422657	0.51492	6272
188	147.337	113.918	0	0	49	-0.0224974	0.20262	6306
189	147.417	113.953	0	0	50	-0.0263074	0.222619	6339
190	147.925	114.258	0	0	54.5	-0.0448634	0.256112	6373
191	147.975	114.266	0	0	59	-0.0344323	0.307223	6406
192	148.246	114.301	0	0	57	-0.0396086	0.296809	6439
193	148.158	114.267	0	0	60	-0.0375836	0.323243	6473
194	148.641	114.19	0	0	49.5	-0.0645849	0.278912	6506
195	149.724	114.078	0	0	49	-0.126495	0.26027	6539
196	155.278	112.697	0	0	19.5	-0.6143	0.441376	6573
197	155.278	112.697	0	0	19.5	-0.6143	0.441376	6606
198	155.714	112.393	0	0	28	-0.716597	0.444052	6639
199	156.979	111.299	0	0	24	-0.683793	0.554598	6673
200	158.455	109.682	0	0	22	-0.630457	0.508381	6706
201	158.659	109.37	0	0	23	-0.711818	0.547488	6740
202	160.158	107.447	0	0	19	-0.69165	0.525322	6773
203	160.158	107.447	0	0	19	-0.69165	0.525322	6806
204	161.159	105.949	0	0	23	2.30317	0.547488	6840
205	161.376	105.554	0	0	21.5	2.27436	0.441624	6873
206	161.432	105.432	0	0	19.5	2.23956	0.428792	6906
207	161.728	105.093	0	0	20.5	2.25911	0.339078	6940
208	161.728	105.093	0	0	20.5	2.25911	0.394227	6973
209	161.728	105.093	0	0	20.5	2.25911	0.339078	7007
210	162.364	104.652	0	0	22	2.23492	0.404325	7040
211	162.89	104.103	0	0	23.5	2.31137	0.482706	7073
212	163.189	103.004	0	0	22.5	-0.770133	0.547082	7107
213	164.522	101.574	0	0	22.5	2.35149	0.432688	7140
214	165.722	100.521	0	0	24	2.35027	0.359159	7173
215	165.722	100.521	0	0	24	2.35027	0.359159	7207
216	166.623	98.7609	0	0	23	2.27652	0.49564	7240
217	167.33	97.3367	0	0	24.5	2.14911	0.40524	7273
218	167.5	96.9306	0	0	24	2.15968	0.470424	7307
219	167.452	96.7721	0	0	24.5	2.09744	0.503246	7340
220	167.654	96.3077	0	0	26	2.08736	0.448934	7374
221	167.826	96.0682	0	0	22	2.0763	0.370383	7407
222	167.826	96.0682	0	0	22	2.0763	0.370383	7440
223	168.652	94.4783	0	0	23	2.07355	0.364757	7474
224	169.285	92.9583	0	0	24	2.03866	0.414401	7507
225	169.98	91.3533	0	0	25	1.96399	0.490025	7540
226	170.957	89.9341	0	0	21.5	1.9753	0.378005	7574
227	171.256	88.0203	0	0	20.5	1.94448	0.360424	7607
228	171.256	88.0203	0	0	20.5	1.94448	0.360424	7640
229	171.806	87.1036	0	0	18.5	1.9659	0.380002	7674
230	171.516	86.7016	0	0	21.5	1.86453	0.472771	7707
231	171.588	86.6579	0	0	19	1.85074	0.398046	7741
232	171.588	86.6579	0	0	19	1.85074	0.398046	7774
233	171.544	86.2481	0	0	22.5	1.82446	0.395587	7807
234	171.544	86.2481	0	0	22.5	1.82446	0.395587	7841
235	171.687	86.2642	0	0	20.5	1.83571	0.383849	7874
236	171.864	85.9545	0	0	22	1.87127	0.431222	7907
237	172.044	85.7585	0	0	24.5	1.88961	0.458747	7941
238	172.003	85.9626	0	0	24.5	1.89423	0.43075	7974
239	172.431	90.5818	0	0	53	1.61567	0.235977	8008
240	172.431	90.5818	0	0	53	1.61567	0.235977	8041
241	172.91	90.2645	0	0	54.5	1.63825	0.264522	8074
245	172.636	93.6088	0	0	24.5	1.83638	0.489565	8208
246	172.63	93.3841	0	0	23	1.86883	0.481845	8241
247	172.809	92.9228	0	0	20.5	1.77822	0.483736	8274
248	173.004	92.1068	0	0	19.5	1.75637	0.495053	8308
249	173.159	91.1364	0	0	22	1.74041	0.460895	8341
250	173.492	90.4919	0	0	20.5	1.84307	0.536878	8375
251	173.952	88.9762	0	0	21	1.72295	0.439945	8408
252	173.952	88.9762	0	0	21	1.72295	0.439945	8441
253	174.286	87.5855	0	0	19.5	1.80939	0.389654	8475
254	174.466	86.3376	0	0	19.5	1.87962	0.510688	8508
255	175.158	84.8158	0	0	19	1.81208	0.426412	8541
261	180.5	75.5	0	0	2	1.5708	0.785	8742
263	182.5	75.5	0	0	2	1.5708	0.785	8808
264	182.5	75.5	0	0	2	1.5708	0.785	8842
266	181.071	80.5397	0	0	21	-0.76033	0.333039	8908
267	181.9	79.7167	0	0	20	-0.708692	0.282889	8942
268	182.585	79.3062	0	0	21.5	-0.760939	0.355619	8975
269	183.765	78.197	0	0	22	2.30914	0.431222	9009
270	183.765	78.197	0	0	22	2.30914	0.431222	9042
271	184.204	77.863	0	0	22.5	2.32445	0.608165	9075
272	185.022	77.0535	0	0	26.5	2.2051	0.50961	9109
273	185.5	76.26	0	0	25	2.15667	0.45946	9142
274	185.368	75.7481	0	0	21.5	1.96342	0.402574	9175
285	183.053	70.7632	0	0	19	1.1169	0.398046	9542
286	183.07	70.0614	0	0	19	1.1148	0.372419	9576
287	182.548	68.5667	0	0	17.5	1.22737	0.495056	9609
288	182.548	68.5667	0	0	17.5	1.22737	0.495056	9642
289	182.206	67.3254	0	0	21	1.27994	0.37601	9676
290	182.032	66.0045	0	0	18.5	1.20173	0.32526	9709
291	182.158	64.9474	0	0	19	1.25775	0.426412	9743
292	181.884	63.6616	0	0	16.5	1.37056	0.418891	9776
293	182.275	62.9054	0	0	18.5	1.56624	0.346401	9809
294	182.275	62.9054	0	0	18.5	1.56624	0.346401	9843
295	182.727	62.0909	0	0	22	1.63921	0.49374	9876
296	182.771	61.9419	0	0	21.5	1.67744	0.429618	9909
297	182.931	61.9472	0	0	20.5	1.69096	0.383849	9943
298	183.143	62.2143	0	0	21	1.70895	0.506124	9976
299	183.358	62.7417	0	0	20	1.91711	0.462165	10010
300	183.358	62.7417	0	0	20	1.91711	0.462165	10043
301	183.938	62.6238	0	0	17.5	2.17696	0.45831	10076
302	184.484	62.6938	0	0	21.5	2.25467	0.472771	10110
303	185.079	62.4048	0	0	21	2.34778	0.452541	10143
304	185.888	62.3062	0	0	21.5	-0.769457	0.441624	10176
305	186.205	62.6085	0	0	21.5	-0.610628	0.378005	10210
306	186.425	62.3583	0	0	20	-0.555302	0.39202	10243
307	186.267	62.7667	0	0	20	-0.48012	0.462165	10276
308	186.868	62.7393	0	0	19.5	-0.416403	0.400543	10310
309	186.818	62.7171	0	0	21.5	-0.380196	0.472771	10343
310	186.578	62.6938	0	0	21.5	-0.432998	0.472771	10377
311	186.02	62.9634	0	0	20.5	-0.53199	0.498453	10410
312	186.02	62.9634	0	0	20.5	-0.53199	0.498453	10443
313	185.688	63.0727	0	0	19.5	-0.658832	0.460139	10477
314	185.48	63.1768	0	0	16.5	-0.74411	0.48235	10510
315	185.63	62.6301	0	0	20.5	2.23396	0.450781	10543
316	185.217	62.5417	0	0	20	2.08928	0.418996	10577
317	185.532	61.3095	0	0	21	1.91176	0.439945	10610
318	185.532	61.3095	0	0	21	1.91176	0.439945	10643
319	184.958	61.15	0	0	20	1.7728	0.448855	10677
320	184.706	60.9286	0	0	21	1.58722	0.506124	10710
321	184.31	60.0238	0	0	24.5	1.37964	0.43075	10744
322	183.979	59.8761	0	0	19.5	1.3706	0.460139	10777
323	183.309	59.4716	0	0	23.5	1.17124	0.482706	10810
324	183.309	59.4716	0	0	23.5	1.17124	0.482706	10844
325	182.759	59.1296	0	0	13.5	0.695363	0.353554	10877
326	182.229	59.3217	0	0	21.5	0.618178	0.387901	10910
327	182.392	59.4417	0	0	20	0.668508	0.402868	10944
328	182.419	59.5296	0	0	22.5	0.627142	0.50928	10977
329	181.954	59.6631	0	0	23.5	0.546293	0.451918	11011
330	181.954	59.6631	0	0	23.5	0.546293	0.451918	11044
331	181.957	59.7464	0	0	23	0.51219	0.49564	11077
343	177	55.5	0	0	4	0	0.856937	11478
344	182.996	54.2967	0	0	20.5	0.0465362	0.421084	11511
345	185.224	54.3762	0	0	17.5	0.104122	0.412945	11544
346	186.874	54.3687	0	0	16.5	0.0830963	0.389348	11578
347	188.755	54.5	0	0	17	2.98311e-13	0.492182	11611
348	188.771	54.5417	0	0	16	-0.00184514	0.428468	11644
349	189.38	54.4829	0	0	19.5	-0.0106086	0.446751	11678
350	189.5	54.4649	0	0	19	2.09848e-13	0.457922	11711
351	189.874	54.4837	0	0	20.5	0.00953135	0.43811	11745
352	190.071	54.4365	0	0	21	-0.0117151	0.439945	11778
353	190.833	54.1159	0	0	23	-0.0974622	0.481845	11811
354	190.833	54.1159	0	0	23	-0.0974622	0.481845	11845
355	191.396	54.2259	0	0	22.5	-0.175186	0.395587	11878
356	191.653	54.2014	0	0	24	-0.227264	0.429726	11911
357	192.472	54.039	0	0	23.5	-0.269023	0.440023	11945
358	192.792	53.75	0	0	24	-0.27759	0.404054	11978
359	193.152	53.6159	0	0	23	-0.242418	0.481845	12012
360	193.152	53.6159	0	0	23	-0.242418	0.481845	12045
361	193.238	53.4362	0	0	23.5	-0.322793	0.440023	12078
362	193.595	53.1667	0	0	24.5	-0.365902	0.43075	12112
363	193.595	53.1667	0	0	24.5	-0.365902	0.43075	12145
364	193.409	52.9773	0	0	22	-0.325948	0.404325	12178
365	193.391	52.9493	0	0	23	-0.395195	0.450823	12212
366	193.391	52.9493	0	0	23	-0.395195	0.450823	12245
367	193.848	52.6986	0	0	23.5	-0.437602	0.440023	12278
368	194.485	52.2259	0	0	22.5	-0.570537	0.395587	12312
369	195.107	51.8869	0	0	28	-0.577688	0.514595	12345
370	195	51.7467	0	0	25	-0.527663	0.45946	12379
371	195.379	51.4015	0	0	22	-0.588258	0.460895	12412
372	195.379	51.4015	0	0	22	-0.588258	0.460895	12445
373	195.341	51.6377	0	0	23	-0.573721	0.450823	12479
374	195.507	51.4259	0	0	22.5	-0.553301	0.395587	12512
375	195.507	51.4259	0	0	22.5	-0.553301	0.395587	12545
376	195.538	51.6509	0	0	26.5	-0.575365	0.438321	12579
377	195.645	51.8333	0	0	23	-0.487657	0.422703	12612
378	195.645	51.8333	0	0	23	-0.487657	0.422703	12645
379	195.556	51.8333	0	0	24	-0.475572	0.470424	12679
380	195.477	52.0659	0	0	21.5	-0.40497	0.402574	12712
381	196.041	52.263	0	0	22.5	-0.414438	0.395587	12746
382	195.947	52.3182	0	0	22	-0.406304	0.404325	12779
383	195.884	52.3043	0	0	23	-0.400539	0.422703	12812
384	195.884	52.3043	0	0	23	-0.400539	0.422703	12846
385	195.513	52.7704	0	0	26.5	-0.332326	0.496196	12879
386	195.626	52.8459	0	0	26.5	-0.297671	0.496196	12912
387	195.196	53.0185	0	0	22.5	-0.256395	0.421298	12946
388	195.526	53.1732	0	0	25.5	-0.173193	0.448332	12979
389	195.412	53.3491	0	0	26.5	-0.15272	0.496196	13013
390	195.412	53.3491	0	0	26.5	-0.15272	0.496196	13046
391	195.154	53.6154	0	0	26	-0.0840954	0.496085	13079
392	195.14	53.68	0	0	25	-0.0793153	0.477005	13113
393	195.228	53.8061	0	0	24.5	-0.0740286	0.489565	13146
394	195.228	53.8061	0	0	24.5	-0.0740286	0.489565	13179
395	195.204	53.7074	0	0	22.5	-0.0762108	0.480853	13213
396	195.204	53.7074	0	0	22.5	-0.0762108	0.480853	13246
397	195.204	53.7074	0	0	22.5	-0.0762108	0.480853	13279
398	195.109	53.7391	0	0	23	-0.0895753	0.468618	13313
399	195.13	53.7536	0	0	23	-0.0943436	0.438845	13346
400	195.13	53.7536	0	0	23	-0.0943436	0.438845	13380
401	195.13	53.7536	0	0	23	-0.0943436	0.438845	13413
402	195.13	53.7536	0	0	23	-0.0943436	0.438845	13446
403	195.13	53.7536	0	0	23	-0.0943436	0.438845	13480
404	195.13	53.7536	0	0	23	-0.0943436	0.438845	13513
405	195.018	53.7199	0	0	23.5	-0.0758503	0.456987	13546
406	195.041	53.7593	0	0	22.5	-0.0781622	0.410353	13580
407	194.992	53.7857	0	0	21	-0.0973463	0.400684	13613
408	194.992	53.7857	0	0	21	-0.0973463	0.400684	13646
409	194.992	53.7857	0	0	21	-0.0973463	0.400684	13680
410	194.992	53.7857	0	0	21	-0.0973463	0.400684	13713
411	194.992	53.7857	0	0	21	-0.0973463	0.400684	13747
412	194.833	53.8788	0	0	22	-0.129068	0.393916	13780
413	194.677	53.9397	0	0	23.5	-0.0943645	0.440023	13813
414	194.677	53.9397	0	0	23.5	-0.0943645	0.440023	13847
415	194.73	53.9815	0	0	22.5	-0.0771673	0.480853	13880
416	194.956	54.1803	0	0	24.5	-0.0838944	0.489565	13913
417	194.863	54.2852	0	0	22.5	-0.06627	0.4496	13947
418	194.463	54.5889	0	0	22.5	0.000230964	0.4496	13980
419	194.28	54.5851	0	0	23.5	0.00252139	0.440023	14014
420	194.456	54.8082	0	0	26.5	-0.00206632	0.496196	14047
421	194.456	54.8082	0	0	26.5	-0.00206632	0.496196	14080
422	194.456	54.8082	0	0	26.5	-0.00206632	0.496196	14114
423	194.34	54.8667	0	0	25	-0.0258659	0.490025	14147
424	194.362	54.8966	0	0	29	0.0437525	0.519252	14180
425	194.241	55.0741	0	0	27	0.0696073	0.550117	14214
426	194.015	55.0091	0	0	27.5	0.110153	0.549511	14247
427	194.015	55.0091	0	0	27.5	0.110153	0.549511	14280
428	194.032	55.141	0	0	26	0.134717	0.437725	14314
429	194.01	55.3163	0	0	24.5	0.186642	0.43075	14347
430	193.981	55.3444	0	0	22.5	0.144301	0.395587	14381
431	188.938	53.4201	0	0	48	0.41415	0.230767	14414
432	189.213	53.6433	0	0	53.5	0.452471	0.272055	14447
433	189.213	53.6433	0	0	53.5	0.452471	0.272055	14481
434	189.071	53.7823	0	0	55.5	0.512527	0.291875	14514
435	188.899	53.9517	0	0	53.5	0.561892	0.295348	14547
436	189.871	54.5062	0	0	53.5	0.632162	0.272055	14581
437	189.773	54.6587	0	0	52.5	0.720008	0.26697	14614
438	190.845	55.8724	0	0	55.5	0.816604	0.296017	14647
439	190.845	55.8724	0	0	55.5	0.816604	0.296017	14681
440	190.43	55.95	0	0	50	0.839129	0.269369	14714
441	190.775	56.9706	0	0	51	0.900791	0.217376	14748
442	191.799	58.8472	0	0	48	0.962286	0.184827	14781
443	192.062	59.2508	0	0	49.5	0.967144	0.18365	14814
444	189.523	54.5758	0	0	22	0.681652	0.443155	14848
445	189.523	54.5758	0	0	22	0.681652	0.443155	14881
446	190.343	55.4308	0	0	26.5	0.809471	0.50961	14914
447	191.426	56.3704	0	0	27	0.764368	0.543872	14948
448	192.028	57.2639	0	0	24	0.865465	0.483442	14981
449	192.598	58.1818	0	0	22	0.946899	0.47409	15015
450	192.931	59.1748	0	0	20.5	1.14416	0.339078	15048
451	192.925	59.2	0	0	20	1.12268	0.367568	15081
452	192.5	59.7745	0	0	17	1.18491	0.333217	15115
453	192.257	61.1036	0	0	18.5	1.35282	0.346401	15148
454	191.795	62.9095	0	0	17.5	1.53199	0.327676	15181
455	191.698	64.6171	0	0	18.5	1.51283	0.298517	15215
456	191.578	65.2364	0	0	21.5	1.6005	0.392115	15248
457	191.578	65.2364	0	0	21.5	1.6005	0.392115	15281
458	191.476	66.8821	0	0	20.5	1.5416	0.409636	15315
459	191.386	67.7105	0	0	19	1.48703	0.398046	15348
460	191.758	69.0303	0	0	22	1.39685	0.370383	15382
461	191.896	70.1937	0	0	18.5	1.24557	0.406803	15415
462	192.175	70.5325	0	0	20.5	1.16757	0.394227	15448
463	192.175	70.5325	0	0	20.5	1.16757	0.394227	15482
464	192.386	70.8984	0	0	20.5	1.10047	0.360424	15515
465	192.924	71.9848	0	0	22	1.03469	0.370383	15548
466	193.409	72.9091	0	0	22	0.961185	0.443155	15582
467	193.368	73.0504	0	0	21.5	0.966537	0.441624	15615
468	193.413	73.8188	0	0	23	0.977568	0.49564	15648
469	193.413	73.8188	0	0	23	0.977568	0.49564	15682
470	193.229	73.7868	0	0	21.5	1.02542	0.441624	15715
471	193.02	73.9797	0	0	20.5	1.11037	0.450781	15749
472	192.395	73.8158	0	0	19	1.23535	0.398046	15782
473	191.528	73.2778	0	0	18	1.52899	0.433821	15815
474	190.7	73.45	0	0	20	1.6367	0.448855	15849
475	190.7	73.45	0	0	20	1.6367	0.448855	15882
476	189.867	74.8583	0	0	20	1.87878	0.418996	15915
477	189.212	74.6894	0	0	22	2.021	0.460895	15949
