%Frame Number	x (image)	y (image)	x (world)	y (world)	Area	Orientation	Compactness	TimeStamp (ms)
478	188.656	74.4728	0	0	24.5	2.17686	0.503246	15982
479	188.387	74.56	0	0	25	2.27494	0.538739	16016
480	187.924	74.3485	0	0	22	2.35236	0.47409	16049
481	187.924	74.3485	0	0	22	2.35236	0.47409	16082
482	187.212	74.1154	0	0	26	-0.529458	0.477838	16116
483	186.56	74.1933	0	0	25	-0.445787	0.431668	16149
484	186.442	74.3013	0	0	26	-0.467969	0.448934	16182
485	186.743	74.2639	0	0	24	-0.513918	0.441081	16216
486	187	73.8696	0	0	23	-0.54862	0.463298	16249
487	187	73.8696	0	0	23	-0.54862	0.463298	16282
488	187.386	74.0041	0	0	20.5	-0.643218	0.421084	16316
489	187.329	74.5	0	0	21.5	2.31513	0.413457	16349
490	188.15	74.0812	0	0	19.5	2.15268	0.374996	16383
491	188.02	73.8333	0	0	20.5	2.10487	0.394227	16416
492	188.02	73.8333	0	0	20.5	2.10487	0.394227	16449
493	188.02	73.8333	0	0	20.5	2.10487	0.394227	16483
494	188.667	73.5882	0	0	17	1.98462	0.39284	16516
495	188.85	73.6197	0	0	19.5	1.72285	0.416739	16549
496	189.942	73.1667	0	0	20	1.39985	0.418996	16583
497	190.19	73.0238	0	0	21	1.1922	0.452541	16616
498	190.539	73.2597	0	0	21.5	1.02576	0.441624	16649
499	190.539	73.2597	0	0	21.5	1.02576	0.441624	16683
500	190.098	73.0299	0	0	19.5	0.979211	0.428792	16716
501	190.59	73.6081	0	0	18.5	0.717824	0.418741	16750
502	190.175	72.765	0	0	19.5	0.497967	0.374996	16783
503	190.738	72.4841	0	0	21	0.283089	0.385946	16816
504	191.208	72.0069	0	0	24	-0.0518874	0.502795	16850
505	191.208	72.0069	0	0	24	-0.0518874	0.502795	16883
506	191.021	71.7986	0	0	24	-0.121875	0.429726	16916
507	191.708	71.0417	0	0	24	-0.415127	0.554598	16950
508	191.5	70.1288	0	0	22	-0.598528	0.379868	16983
509	192.174	68.8876	0	0	21.5	2.21782	0.346925	17017
510	192.083	68.675	0	0	20	2.085	0.39202	17050
511	192.083	68.675	0	0	20	2.085	0.39202	17083
512	192.209	68.5085	0	0	19.5	2.06248	0.510688	17117
513	193.25	66.5682	0	0	22	2.06777	0.49374	17150
514	193.996	65.8411	0	0	21.5	2.01736	0.522768	17183
515	194.359	64.4185	0	0	22.5	2.07859	0.547082	17217
516	195.204	63.3296	0	0	22.5	2.05073	0.405943	17250
517	195.204	63.3296	0	0	22.5	2.05073	0.405943	17283
518	196	62.5	0	0	21	2.08015	0.52169	17317
519	197.148	60.6619	0	0	17.5	2.09076	0.45831	17350
520	197.983	59.9417	0	0	20	2.07497	0.39202	17384
521	198.521	59.3056	0	0	24	2.12028	0.441081	17417
522	198.739	58.9275	0	0	23	2.04932	0.422703	17450
523	198.379	59.0603	0	0	23.5	1.98656	0.451918	17484
524	198.235	59.0714	0	0	24.5	2.01248	0.43075	17517
525	197.671	59.3291	0	0	19.5	1.87772	0.428792	17550
526	197.024	58.9444	0	0	21	1.63761	0.439945	17584
527	196.283	58.625	0	0	20	1.46511	0.535586	17617
528	195.525	58.625	0	0	20	1.19247	0.496847	17650
529	195.525	58.625	0	0	20	1.19247	0.496847	17684
530	195.048	58.619	0	0	21	1.07144	0.485273	17717
531	194.919	59.4238	0	0	17.5	0.906606	0.45831	17751
532	194.214	59.2619	0	0	21	0.701399	0.485273	17784
533	193.866	59.5813	0	0	20.5	0.401128	0.536878	17817
534	193.621	59.8688	0	0	23.5	0.381929	0.571397	17851
535	193.621	59.8688	0	0	23.5	0.381929	0.571397	17884
536	193.285	59.6852	0	0	22.5	0.310847	0.49476	17917
537	192.82	59.4252	0	0	24.5	0.198754	0.538739	17951
538	193.18	59.466	0	0	24.5	0.224727	0.503246	17984
539	193.48	59.4864	0	0	24.5	0.197107	0.538739	18018
540	193.645	59.413	0	0	23	0.242259	0.571374	18051
541	193.645	59.413	0	0	23	0.242259	0.571374	18084
542	192.854	59.2823	0	0	24.5	0.180449	0.578123	18118
543	191.819	59.2708	0	0	24	0.156264	0.502795	18151
544	190.84	59.1259	0	0	24.5	0.0826607	0.489565	18184
545	190.181	59.0217	0	0	23	0.088678	0.615923	18218
546	188.986	58.9792	0	0	24	0.109277	0.538625	18251
547	188.986	58.9792	0	0	24	0.109277	0.538625	18284
548	188.3	58.55	0	0	20	0.185275	0.448855	18318
549	186.855	58.578	0	0	23.5	0.172154	0.469582	18351
550	184.923	57.5163	0	0	20.5	0.253087	0.450781	18385
551	183.291	56.4608	0	0	25.5	0.196928	0.477471	18418
552	182.438	56.2222	0	0	24	0.347125	0.441081	18451
553	182.438	56.2222	0	0	24	0.347125	0.441081	18485
554	181.093	55.2867	0	0	25	0.566169	0.490025	18518
555	181.32	54.54	0	0	25	0.74749	0.42089	18551
556	180.16	52.2917	0	0	24	0.736781	0.441081	18585
557	178.885	50.6154	0	0	26	0.883228	0.560288	18618
558	179.096	50.3865	0	0	23.5	0.973382	0.451918	18651
559	179.096	50.3865	0	0	23.5	0.973382	0.451918	18685
560	179.322	48.9729	0	0	21.5	1.13479	0.441624	18718
561	178.684	47.4007	0	0	23.5	1.08953	0.413168	18752
562	178.069	46.2236	0	0	20.5	1.05194	0.421084	18785
563	177.5	45.25	0	0	22	1.03493	0.404325	18818
564	177.33	45.0704	0	0	22.5	1.01505	0.462165	18852
565	177.33	45.0704	0	0	22.5	1.01505	0.462165	18885
566	177.093	44.752	0	0	20.5	1.03347	0.46401	18918
567	177.093	44.752	0	0	20.5	1.03347	0.46401	18952
568	178.138	44.8043	0	0	23	1.1974	0.481845	18985
569	178.881	44.9444	0	0	21	1.55028	0.439945	19019
570	179.684	45.1316	0	0	19	1.79046	0.398046	19052
571	179.684	45.1316	0	0	19	1.79046	0.398046	19085
572	180.635	44.5284	0	0	23.5	1.95522	0.469582	19119
573	181.23	45.1879	0	0	23.5	2.15217	0.451918	19152
574	182.67	45.1815	0	0	22.5	-0.688954	0.50928	19185
575	183.846	44.9591	0	0	26.5	-0.4443	0.50961	19219
576	184.793	45.1259	0	0	24.5	-0.194928	0.458747	19252
577	184.793	45.1259	0	0	24.5	-0.194928	0.458747	19285
578	186.07	45.2852	0	0	22.5	-0.116431	0.421298	19319
579	186.185	46.2027	0	0	18.5	0.0355738	0.406803	19352
580	186.974	47	0	0	19	0.436326	0.277717	19386
581	187.595	47.4286	0	0	21	0.612863	0.439945	19419
582	187.75	48.4444	0	0	24	0.829945	0.441081	19452
583	187.75	48.4444	0	0	24	0.829945	0.441081	19486
584	187.52	49.8267	0	0	25	0.954523	0.490025	19519
585	187.737	50.5	0	0	19	1.09988	0.472005	19552
586	187.746	51.0873	0	0	21	1.25975	0.439945	19586
587	187.688	52.4145	0	0	19.5	1.46073	0.495053	19619
588	186.709	53.531	0	0	21.5	1.74026	0.429618	19652
589	186.709	53.531	0	0	21.5	1.74026	0.429618	19686
590	186.061	53.6789	0	0	20.5	1.73557	0.409636	19719
591	185.733	54.2829	0	0	21.5	1.80205	0.507333	19753
592	185.094	54.7754	0	0	23	2.03121	0.450823	19786
593	184.715	54.9028	0	0	24	2.17291	0.554598	19819
594	183.603	55.0317	0	0	21	2.22195	0.439945	19853
595	183.603	55.0317	0	0	21	2.22195	0.439945	19886
596	182.469	56.2752	0	0	21.5	2.28989	0.522768	19919
597	181.159	56.9318	0	0	22	-0.73351	0.508381	19953
598	179.861	58.1803	0	0	24.5	-0.721085	0.503246	19986
599	178.578	58.8876	0	0	21.5	-0.622455	0.413457	20020
600	177.186	58.9808	0	0	26	-0.65794	0.560288	20053
601	177.186	58.9808	0	0	26	-0.65794	0.560288	20086
602	175.899	59.2971	0	0	23	-0.489887	0.422703	20120
603	175.741	59.1454	0	0	23.5	-0.499134	0.482706	20153
604	175.595	59.381	0	0	21	-0.58433	0.485273	20186
605	175.326	60.0455	0	0	22	-0.687931	0.379868	20220
606	175.287	60.961	0	0	23.5	2.12463	0.482706	20253
607	175.287	60.961	0	0	23.5	2.12463	0.482706	20286
608	175.207	61.86	0	0	25	2.06901	0.45946	20320
609	174.858	62.6789	0	0	20.5	1.96695	0.450781	20353
610	174.98	63.3374	0	0	20.5	1.74344	0.483736	20387
611	175.367	64.119	0	0	17.5	1.56463	0.412945	20420
612	175.657	65.9444	0	0	18	1.41864	0.377096	20453
613	175.657	65.9444	0	0	18	1.41864	0.377096	20487
614	176.405	66.1508	0	0	21	1.22643	0.411621	20520
615	177.167	66.8546	0	0	23.5	1.04791	0.516749	20553
616	178.114	67.697	0	0	22	0.728458	0.431222	20587
617	179.123	67.8696	0	0	23	0.695475	0.49564	20620
618	180.635	68.4504	0	0	23.5	0.462567	0.366342	20653
619	182.182	68.6439	0	0	22	0.233879	0.460895	20687
620	182.182	68.6439	0	0	22	0.233879	0.460895	20720
621	182.923	67.8984	0	0	20.5	-0.0232538	0.383849	20754
622	184.261	67.5314	0	0	26.5	-0.233826	0.496196	20787
623	184.779	66.5612	0	0	24.5	-0.33265	0.372861	20820
624	185.417	65.6786	0	0	28	-0.501126	0.548828	20854
625	185.635	64.9615	0	0	26	-0.681794	0.448934	20887
626	185.635	64.9615	0	0	26	-0.681794	0.448934	20920
627	186.138	63.8218	0	0	29	2.26158	0.500735	20954
628	186.196	62.9074	0	0	22.5	2.06635	0.432688	20987
629	186.273	61.58	0	0	25	1.81099	0.45946	21021
630	185.968	60.545	0	0	18.5	1.72751	0.469666	21054
631	185.922	58.3431	0	0	17	1.6763	0.324363	21087
632	185.922	58.3431	0	0	17	1.6763	0.324363	21121
633	185.588	57.3421	0	0	19	1.52483	0.362524	21154
634	184.928	55.8333	0	0	23	1.16493	0.317958	21187
635	184.28	55.4837	0	0	20.5	1.23184	0.383849	21221
636	184.123	54.2018	0	0	19	1.31069	0.372419	21254
637	184.133	53.6	0	0	20	1.31938	0.39202	21287
638	184.133	53.6	0	0	20	1.31938	0.39202	21321
639	184.275	51.8411	0	0	21.5	1.28579	0.429618	21354
811	189.017	70.8333	0	0	20	0.54041	0.430991	27093
812	189.017	70.8333	0	0	20	0.54041	0.430991	27127
813	187.406	70.0072	0	0	23	0.532848	0.387219	27160
814	186.228	69.5476	0	0	24.5	0.511457	0.503246	27193
815	185.301	69.5284	0	0	23.5	0.521219	0.482706	27227
816	184.706	69.2801	0	0	23.5	0.586747	0.482706	27260
817	183.833	68.4116	0	0	24.5	0.597021	0.517509	27293
818	183.472	68.2708	0	0	24	0.546137	0.441081	27327
819	183.472	68.2708	0	0	24	0.546137	0.441081	27360
820	183.283	68.1739	0	0	23	0.557004	0.450823	27394
821	183.283	68.1739	0	0	23	0.557004	0.450823	27427
822	182.97	68.1364	0	0	22	0.566372	0.47409	27460
823	182.556	67.6875	0	0	24	0.527763	0.517189	27494
824	182.04	67.46	0	0	25	0.5266	0.490025	27527
825	182.04	67.46	0	0	25	0.5266	0.490025	27560
826	181.69	67.6292	0	0	24.5	0.504741	0.503246	27594
827	181.404	67.4407	0	0	22.5	0.550079	0.462165	27627
828	181.759	67.6296	0	0	27	0.472179	0.454561	27660
829	185.66	68.5767	0	0	50	0.197053	0.270962	27694
830	180.984	67.7076	0	0	26.5	0.473697	0.465913	27727
831	180.984	67.7076	0	0	26.5	0.473697	0.465913	27761
832	180.635	67.5526	0	0	28.5	0.462112	0.433737	27794
833	179.768	67.5719	0	0	25.5	0.452746	0.448332	27827
834	178.396	67.263	0	0	22.5	0.359718	0.395587	27861
835	177.272	67.1754	0	0	19	0.200218	0.398046	27894
836	174.599	67.2117	0	0	18.5	0.225789	0.406803	27927
837	174.599	67.2117	0	0	18.5	0.225789	0.406803	27961
838	172.5	66.7083	0	0	24	0.236362	0.457925	27994
839	170.712	66.7045	0	0	22	0.232423	0.393916	28028
840	168.818	66.4545	0	0	22	0.188697	0.419764	28061
841	166.911	65.8901	0	0	23.5	0.0189427	0.469582	28094
842	164.73	65.0873	0	0	21	0.169191	0.37601	28128
843	164.73	65.0873	0	0	21	0.169191	0.37601	28161
844	163.869	65.0248	0	0	23.5	0.241896	0.413168	28194
845	163.244	64.9103	0	0	26	0.252751	0.412334	28228
846	163.083	64.8611	0	0	24	0.218028	0.470424	28261
847	162.603	64.8851	0	0	29	0.225413	0.488232	28294
848	162.42	64.7267	0	0	25	0.185907	0.396475	28328
849	162.308	64.6538	0	0	26	0.206069	0.437725	28361
850	161.781	64.5915	0	0	25.5	0.225098	0.448332	28395
851	161.781	64.5915	0	0	25.5	0.225098	0.448332	28428
852	161.805	64.4787	0	0	23.5	0.354872	0.440023	28461
853	161.863	64.5296	0	0	22.5	0.39279	0.421298	28495
854	161.448	64.1471	0	0	25.5	0.399317	0.448332	28528
855	161.448	64.1471	0	0	25.5	0.399317	0.448332	28561
856	160.69	63.9626	0	0	24.5	0.503715	0.458747	28595
857	159.587	63.7319	0	0	23	0.491357	0.422703	28628
858	157.421	62.6984	0	0	21	0.425535	0.314264	28661
859	155.764	62.3542	0	0	24	0.460285	0.441081	28695
860	153.874	61.4728	0	0	24.5	0.504266	0.458747	28728
861	153.874	61.4728	0	0	24.5	0.504266	0.458747	28762
862	152.071	60.4286	0	0	21	0.553667	0.396281	28795
863	151.32	60.02	0	0	25	0.537567	0.45946	28828
864	150.609	59.7313	0	0	24.5	0.517683	0.471149	28862
865	149.917	59.1458	0	0	24	0.593466	0.483442	28895
866	149.371	58.9354	0	0	24.5	0.637363	0.503246	28928
867	149.179	58.858	0	0	27	0.673333	0.496217	28962
868	149.088	58.8856	0	0	25.5	0.687051	0.448332	28995
869	149.088	58.8856	0	0	25.5	0.687051	0.448332	29029
870	149.118	58.7848	0	0	27.5	0.68676	0.483495	29062
871	149.225	58.7339	0	0	28.5	0.703752	0.501077	29095
872	149.225	58.7339	0	0	28.5	0.703752	0.501077	29129
873	149.225	58.7339	0	0	28.5	0.703752	0.501077	29162
874	149.344	58.7177	0	0	24.5	0.751057	0.43075	29195
875	153.562	62.0833	0	0	48	0.624174	0.190308	29229
876	152.862	61.859	0	0	52	0.648277	0.254813	29262
877	152.361	61.7182	0	0	55	0.704858	0.296306	29295
878	151.998	61.4353	0	0	51.5	0.722319	0.294446	29329
879	151.98	61.3333	0	0	51	0.713814	0.29463	29362
880	151.745	61.1373	0	0	51	0.741023	0.29463	29396
881	151.445	60.8505	0	0	48.5	0.787844	0.277294	29429
882	151.236	60.5495	0	0	50.5	0.811131	0.26558	29462
883	151.378	60.5884	0	0	49	0.808387	0.273279	29496
884	151.097	60.1106	0	0	50.5	0.803228	0.288729	29529
885	151.097	60.1106	0	0	50.5	0.803228	0.288729	29562
886	150.912	59.5912	0	0	53	0.835189	0.27598	29596
887	150.864	59.5986	0	0	49	0.811199	0.225135	29629
888	154.625	63.5069	0	0	24	0.650924	0.441081	29662
889	154.219	62.7815	0	0	22.5	0.750436	0.475264	29696
890	154.135	62.4444	0	0	21	0.845584	0.423012	29729
891	154.135	62.4444	0	0	21	0.845584	0.423012	29763
892	153.912	61.8203	0	0	25.5	0.895874	0.432484	29796
893	153.429	60.6905	0	0	21	0.982353	0.485273	29829
894	152.561	59.5	0	0	22	0.972929	0.379868	29863
895	152.127	58.9524	0	0	21	0.970691	0.423012	29896
896	152.048	58.7381	0	0	21	0.918608	0.452541	29929
897	151.517	58.0833	0	0	20	0.86963	0.367568	29963
898	151.023	57.3939	0	0	22	0.875422	0.404325	29996
899	150.545	56.3409	0	0	22	0.751634	0.404325	30030
900	150.182	56.447	0	0	22	0.762533	0.523684	30063
913	146.239	38.2391	0	0	23	1.7795	0.481845	30497
914	146.603	36.9444	0	0	21	1.79487	0.439945	30530
915	146.603	36.9444	0	0	21	1.79487	0.439945	30563
916	147.3	35.1933	0	0	25	1.81983	0.447631	30597
917	147.422	34.655	0	0	21.5	1.8374	0.472771	30630
918	148.062	33.2124	0	0	25.5	1.86676	0.523787	30663
919	148.312	31.3542	0	0	24	1.82985	0.457925	30697
920	148.365	31.0897	0	0	26	1.77712	0.496085	30730
921	148.365	31.0897	0	0	26	1.77712	0.496085	30764
922	148.454	30.2908	0	0	25.5	1.76826	0.509547	30797
923	148.598	29.8399	0	0	25.5	1.76148	0.411469	30830
924	148.625	29.65	0	0	20	1.79063	0.418996	30864
925	148.386	30.0203	0	0	20.5	1.57771	0.383849	30897
926	147.703	29.7602	0	0	20.5	1.45703	0.43811	30930
927	147.703	29.7602	0	0	20.5	1.45703	0.43811	30964
928	146.562	34.7026	0	0	51	1.60107	0.286145	30997
929	146.882	34.9561	0	0	47.5	1.51779	0.235009	31031
930	147.219	33.9167	0	0	48	1.46094	0.235212	31064
931	145.604	26.9593	0	0	22.5	1.01774	0.432688	31097
932	144.545	25.8636	0	0	22	1.01722	0.443155	31131
933	144.545	25.8636	0	0	22	1.01722	0.443155	31164
934	143.667	24.6746	0	0	21	0.993189	0.452541	31197
935	143.167	23.7846	0	0	20.5	1.02244	0.394227	31231
936	142.263	22.4852	0	0	22.5	1.04646	0.432688	31264
937	141.9	21.75	0	0	20	1.09442	0.39202	31297
938	141.535	21.4716	0	0	23.5	1.03346	0.451918	31331
939	141.396	21.3074	0	0	22.5	1.03032	0.432688	31364
940	141.229	21.3889	0	0	24	1.00084	0.441081	31398
941	140.72	20.9113	0	0	23.5	0.963551	0.451918	31431
942	140.479	21.0625	0	0	24	0.971668	0.517189	31464
943	140.479	21.0625	0	0	24	0.971668	0.517189	31498
944	140.412	20.9762	0	0	24.5	0.966474	0.471149	31531
945	140.412	20.9762	0	0	24.5	0.966474	0.471149	31564
946	140.261	20.9465	0	0	26.5	0.946239	0.438321	31598
947	143.805	24.9421	0	0	47.5	0.80392	0.216232	31631
950	143.489	24.9946	0	0	46.5	0.79604	0.21168	31731
951	143.408	24.9007	0	0	47	0.797953	0.202884	31765
952	142.981	24.3982	0	0	47.5	0.804293	0.189	31798
953	137.24	18.4667	0	0	25	0.829333	0.503585	31831
954	136.125	17.7361	0	0	24	0.883644	0.441081	31865
955	135.413	17.0867	0	0	25	0.862048	0.538739	31898
956	134.885	16.6154	0	0	26	0.883228	0.560288	31931
957	134.885	16.6154	0	0	26	0.883228	0.560288	31965
958	134.471	15.9327	0	0	28.5	0.987597	0.471402	31998
959	133.768	15.3758	0	0	25.5	0.961067	0.490379	32032
960	134.062	15.5131	0	0	25.5	0.965051	0.490379	32065
961	134.11	15.3865	0	0	23.5	0.951246	0.451918	32098
962	137.578	19.2963	0	0	45	0.850012	0.219278	32132
963	137.578	19.2963	0	0	45	0.850012	0.219278	32165
964	137.467	18.9783	0	0	46	0.841859	0.23953	32198
965	137.425	18.1929	0	0	44.5	0.856759	0.277611	32232
966	136.665	17.3638	0	0	46.5	0.850003	0.279666	32265
967	136.181	16.5287	0	0	46.5	0.860505	0.265859	32298
968	136.411	16.6518	0	0	56	0.837812	0.301694	32332
969	136.381	16.5943	0	0	53	0.831372	0.27598	32365
970	135.777	15.8439	0	0	47.5	0.808098	0.216232	32399
972	139.395	19.3158	0	0	19	0.883688	0.439057	32465
973	139.322	18.7481	0	0	21.5	0.950737	0.522768	32499
974	139.342	17.75	0	0	20	0.903719	0.430991	32532
975	139.342	17.75	0	0	20	0.903719	0.430991	32565
976	139.552	17.4481	0	0	22.5	0.906004	0.50928	32599
977	139.739	16.7991	0	0	19.5	0.894956	0.441376	32632
978	139.675	16.8095	0	0	21	0.737621	0.452541	32665
979	139.65	16.9583	0	0	20	0.687031	0.430991	32699
980	139.447	16.8421	0	0	19	0.623286	0.409442	32732
981	139.447	16.8421	0	0	19	0.623286	0.409442	32766
982	139.368	16.8411	0	0	21.5	0.582807	0.441624	32799
983	134.5	15.5	0	0	2	1.5708	0.785	32832
1006	134.607	14.9704	0	0	45	0.54681	0.242432	33600
1007	134.35	14.86	0	0	50	0.524106	0.278856	33633
1008	134.26	14.7867	0	0	50	0.490646	0.260359	33667
1009	134.651	15.1564	0	0	48.5	0.422273	0.243259	33700
1010	139.981	17.2752	0	0	21.5	0.49792	0.486645	33733
1011	139.722	17.0556	0	0	19.5	0.458548	0.474138	33767
1012	139.609	16.7326	0	0	21.5	0.522375	0.413457	33800
1013	139.757	16.681	0	0	17.5	0.684546	0.359462	33833
1014	139.671	16.1667	0	0	21.5	0.67531	0.522768	33867
1015	139.564	15.5355	0	0	23.5	0.807462	0.451918	33900
1016	139.294	15.1984	0	0	21	0.792572	0.452541	33933
1017	138.739	14.0652	0	0	23	0.750735	0.53149	33967
1018	138.739	14.0652	0	0	23	0.750735	0.53149	34000
1019	138.607	13.64	0	0	25	0.819306	0.503585	34034
1020	138.16	12.9286	0	0	24.5	0.75958	0.442027	34067
1021	137.86	12.8684	0	0	19	0.687093	0.382725	34100
1022	137.275	12.2597	0	0	21.5	0.648606	0.441624	34134
1023	136.273	11.5	0	0	22	0.561782	0.508381	34167
1024	136.273	11.5	0	0	22	0.561782	0.508381	34200
1025	135.757	11.3333	0	0	24	0.497533	0.441081	34234
1026	135.083	10.9167	0	0	24	0.384527	0.502795	34267
1027	135.065	10.9565	0	0	23	0.384613	0.481845	34300
1028	134.877	11.1594	0	0	23	0.269229	0.450823	34334
1031	133.348	11.2101	0	0	23	0.131793	0.450823	34434
1032	132.95	11.1279	0	0	21.5	0.073264	0.402574	34467
1033	133.071	11	0	0	21	0.0128115	0.471297	34501
1034	132.968	11.127	0	0	21	-0.161229	0.353547	34534
1035	132.652	11.2348	0	0	22	-0.247416	0.393916	34567
1036	132.652	11.2348	0	0	22	-0.247416	0.393916	34601
1037	132.402	11.2073	0	0	20.5	-0.290226	0.409636	34634
1038	132.232	11.4837	0	0	20.5	-0.34631	0.450781	34668
1039	132.303	11.3095	0	0	24.5	-0.415627	0.43075	34701
1040	131.826	11.8704	0	0	22.5	-0.515338	0.49476	34734
1041	131.264	12.2967	0	0	20.5	-0.502195	0.450781	34768
1042	131.264	12.2967	0	0	20.5	-0.502195	0.450781	34801
1043	130.083	12.8889	0	0	18	-0.611946	0.415948	34834
1044	129.283	13.5833	0	0	20	-0.641937	0.402868	34868
1045	128.152	14.4783	0	0	23	-0.728181	0.434022	34901
1046	127.381	14.7619	0	0	21	-0.685386	0.411621	34934
1047	126.447	15.4737	0	0	19	-0.604341	0.439057	34968
1048	126.447	15.4737	0	0	19	-0.604341	0.439057	35001
1049	125.854	15.6293	0	0	24.5	-0.555558	0.503246	35035
1050	125.119	16	0	0	21	-0.479596	0.452541	35068
1051	124.15	16.8008	0	0	20.5	-0.432343	0.421084	35101
1052	122.953	16.8675	0	0	19.5	-0.448871	0.400543	35135
1053	120.971	17.3529	0	0	17	-0.226681	0.222608	35168
1054	120.971	17.3529	0	0	17	-0.226681	0.222608	35201
1055	119.557	17.5284	0	0	23.5	-0.083839	0.42859	35235
1056	119.205	17.4845	0	0	21.5	-0.0279101	0.429618	35268
1057	118.833	16.9804	0	0	17	0.142874	0.356146	35301
1058	118.935	16.7536	0	0	23	0.0948323	0.516183	35335
1059	117.964	16.7971	0	0	23	0.0677833	0.481845	35368
1060	117.964	16.7971	0	0	23	0.0677833	0.481845	35402
1061	117.102	16.8496	0	0	20.5	0.102835	0.483736	35435
1062	115.809	16.8089	0	0	20.5	0.0638977	0.409636	35468
1063	114.188	16.9752	0	0	23.5	-0.0522307	0.469582	35502
1064	113.045	17.0203	0	0	20.5	-0.0737218	0.409636	35535
1065	112.108	16.8529	0	0	17	-0.131412	0.381526	35568
